368,12.27,1224.0612,0,52.5,1758480214,16,502,3681,1,2G,2G,0
371,12.37,13402,0,1.25,29283.8877,22,132,0,1,2G,2G,1
1586,52.87,15682,0,11.25,1031042,3,0,192,1,2G,2G,1
2172,72.4,16642,0,8.75,131274.5869,5,0,203,2,2G,2G,1
204,6.8,18522,9.79,0,19.0918,2,0,395,1,2G,2G,1
117,3.9,24.97,0,1.25,2305.0537,15,1224,358,1,2G,2G,1
210,7,30.7884,7.17,0,702.4287,9,348,1547,1,2G,2G,1
1433,47.77,37.0024,14.82,13.75,2441.9629,2,114,179,1,2G,3G,1
124,4.13,40.81,0,15,9123917,15,348,1635,1,2G,3G,1
1263,42.1,41.42,25.01,0,1134.0234,1,0,179,1,2G,3G,1
635,21.17,41.48,16.09,2.5,9.8418,3,114,358,1,2G,2G,1
2793,93.1,42.48,11.95,1.25,332.3574,7,0,2330,1,2G,3G,1
929,30.97,42.89,23.9,0,21.0293,8,24,1157,1,2G,3G,1
213,7.1,43.34,0,31.25,5844.3848,1,0,179,2,2G,2G,1
911,30.37,48364,30.73,1.25,20.9238,1,0,179,1,2G,2G,1
1387,46.23,53356,7.17,17.5,823.9795,4,0,1171,1,2G,2G,1
460,15.33,56.06,33.46,0,337.5703,4,0,586,1,2G,2G,1
1028,34.27,56122,7.17,42.5,3944.5361,2,0,358,1,2G,2G,1
906,30.2,57.9,7.17,21.25,69978.7031,2,0,905,1,2G,2G,1
1597,53.23,59.65,0.04,0,203.6465,79,1932,1254,1,2G,2G,1
1399,46.63,60292,25.65,3.75,56.3018,7,558,713,1,2G,2G,1
2490,83,60.69,18.95,25,1049.9375,1,0,179,2,2G,3G,1
485,16.17,61606,23.9,1.25,17.4717,5,12,1816,1,2G,2G,1
1258,41.93,62658,20.88,1.25,35.6611,7,12,1601,2,2G,2G,1
787,26.23,65.4384,16.73,3.75,75.5009,12,874,2151,1,2G,2G,1
2856,95.2,66232,14.57,11.25,502.3643,24,168,2234,1,2G,2G,1
121,4.03,69208,11.95,0,939.7178,18,0,3560,1,2G,2G,1
105,3.5,75.4,10.5,10,2401224.12,22,2532,1522,2,2G,3G,1
399,13.3,76278,32.82,5,36991.4678,14,114,3133,1,2G,2G,1
1278,42.6,79.5704,20.25,5,42052.4189,12,36,1373,1,2G,2G,1
3445,114.83,85088,28.68,21.25,1541.9365,4,24,358,2,2G,2G,1
125,4.17,104272,9.56,41.25,42023.1319,5,0,683,1,2G,2G,1
100,3.33,112.56,24.51,20,336878.9902,3,0,537,2,2G,3G,1
1223,40.77,115272,7.17,55,164326.9375,2,0,358,1,2G,2G,1
3651,121.7,133.1844,32.18,0,107125,7,1004,1398,2,2G,3G,1
968,32.27,133894,18.48,23.75,154994.9707,7,12,1168,1,2G,3G,1
311,10.37,141.42,41.63,0,164.4902,5,0,867,2,2G,3G,1
1915,63.83,141462,19.74,0,2937.3359,25,378,4457,1,2G,2G,1
3576,119.2,153734,7.17,7.5,289.2783,37,2272,2402,1,2G,2G,1
1606,53.53,154.6272,49.85,50,2305.1553,10,0,1829,1,2G,2G,1
224,7.47,167282,16.11,37.5,163534.6055,12,12,1790,1,2G,2G,1
112,3.73,195372,0,2.5,1015036084,13,0,2268,2,2G,2G,1
120,4,201.63,5.25,62.5,175380.3223,20,0,3322,5,2G,3G,1
212,7.07,209.9748,16.73,2.5,128786.4131,21,240,4369,2,2G,2G,1
117,3.9,607.82,25.37,112.5,1464461794,42,804,6593,1,2G,3G,1
594,19.8,656504,313.8,0,25.2627,78,6036,14865,2,2G,2G,1
343,11.43,825226,25.93,65,965185.4366,45,5287,10141,1,2G,2G,1
1310,43.67,982206,59.84,50,1163532.41,52,4770,14055,1,2G,2G,1
297,9.9,1505.7772,54.52,150,569540.8233,170,16159,27519,1,2G,3G,1
1348,44.93,177.47,0,2.5,585569.2217,2,0,610,2,2G,2G,0
1837,61.23,378.58,16.15,60,42310.1328,34,2799,7019,1,2G,2G,0
420,14,433874,41.58,1.25,0.6777,71,60,18656,1,2G,2G,0
1443,48.1,878.83,60.56,2.5,171.8359,50,14497,8664,1,2G,2G,0
1073,35.77,1172.3412,23.95,2.5,32489.2959,166,9462,66251,1,2G,2G,0
617,20.57,62582,29.79,5,87.2539,11,546,1132,1,2G,2G,1
941,31.37,69998,9.56,2.5,28.8105,22,192,3438,1,2G,2G,1
2085,69.5,75158,20.7,1.25,47126,16,24,2440,1,2G,2G,1
396,13.2,85.4004,11.95,27.5,1819.7568,21,108,2657,1,2G,2G,1
112,3.73,88.78,0,0,2771.9062,13,120,5711,1,2G,2G,1
1766,58.87,96996,14.34,3.75,87.2783,19,2832,1536,1,2G,2G,1
