368,12.27,1224.0612,0,52.5,1758480214,16,502,3681,1,2G,2G,0
371,12.37,13402,0,1.25,29283.8877,22,132,0,1,2G,2G,1
1586,52.87,15682,0,11.25,1031042,3,0,192,1,2G,2G,1
2172,72.4,16642,0,8.75,131274.5869,5,0,203,2,2G,2G,1
204,6.8,18522,9.79,0,19.0918,2,0,395,1,2G,2G,1
117,3.9,24.97,0,1.25,2305.0537,15,1224,358,1,2G,2G,1
210,7,30.7884,7.17,0,702.4287,9,348,1547,1,2G,2G,1
1433,47.77,37.0024,14.82,13.75,2441.9629,2,114,179,1,2G,3G,1
124,4.13,40.81,0,15,9123917,15,348,1635,1,2G,3G,1
1263,42.1,41.42,25.01,0,1134.0234,1,0,179,1,2G,3G,1
635,21.17,41.48,16.09,2.5,9.8418,3,114,358,1,2G,2G,1
2793,93.1,42.48,11.95,1.25,332.3574,7,0,2330,1,2G,3G,1
929,30.97,42.89,23.9,0,21.0293,8,24,1157,1,2G,3G,1
213,7.1,43.34,0,31.25,5844.3848,1,0,179,2,2G,2G,1
911,30.37,48364,30.73,1.25,20.9238,1,0,179,1,2G,2G,1
1387,46.23,53356,7.17,17.5,823.9795,4,0,1171,1,2G,2G,1
460,15.33,56.06,33.46,0,337.5703,4,0,586,1,2G,2G,1
1028,34.27,56122,7.17,42.5,3944.5361,2,0,358,1,2G,2G,1
906,30.2,57.9,7.17,21.25,69978.7031,2,0,905,1,2G,2G,1
1597,53.23,59.65,0.04,0,203.6465,79,1932,1254,1,2G,2G,1
1399,46.63,60292,25.65,3.75,56.3018,7,558,713,1,2G,2G,1
2490,83,60.69,18.95,25,1049.9375,1,0,179,2,2G,3G,1
485,16.17,61606,23.9,1.25,17.4717,5,12,1816,1,2G,2G,1
1258,41.93,62658,20.88,1.25,35.6611,7,12,1601,2,2G,2G,1
787,26.23,65.4384,16.73,3.75,75.5009,12,874,2151,1,2G,2G,1
2856,95.2,66232,14.57,11.25,502.3643,24,168,2234,1,2G,2G,1
121,4.03,69208,11.95,0,939.7178,18,0,3560,1,2G,2G,1
105,3.5,75.4,10.5,10,2401224.12,22,2532,1522,2,2G,3G,1
399,13.3,76278,32.82,5,36991.4678,14,114,3133,1,2G,2G,1
1278,42.6,79.5704,20.25,5,42052.4189,12,36,1373,1,2G,2G,1
3445,114.83,85088,28.68,21.25,1541.9365,4,24,358,2,2G,2G,1
125,4.17,104272,9.56,41.25,42023.1319,5,0,683,1,2G,2G,1
100,3.33,112.56,24.51,20,336878.9902,3,0,537,2,2G,3G,1
1223,40.77,115272,7.17,55,164326.9375,2,0,358,1,2G,2G,1
3651,121.7,133.1844,32.18,0,107125,7,1004,1398,2,2G,3G,1
968,32.27,133894,18.48,23.75,154994.9707,7,12,1168,1,2G,3G,1
311,10.37,141.42,41.63,0,164.4902,5,0,867,2,2G,3G,1
1915,63.83,141462,19.74,0,2937.3359,25,378,4457,1,2G,2G,1
3576,119.2,153734,7.17,7.5,289.2783,37,2272,2402,1,2G,2G,1
1606,53.53,154.6272,49.85,50,2305.1553,10,0,1829,1,2G,2G,1
224,7.47,167282,16.11,37.5,163534.6055,12,12,1790,1,2G,2G,1
112,3.73,195372,0,2.5,1015036084,13,0,2268,2,2G,2G,1
120,4,201.63,5.25,62.5,175380.3223,20,0,3322,5,2G,3G,1
212,7.07,209.9748,16.73,2.5,128786.4131,21,240,4369,2,2G,2G,1
117,3.9,607.82,25.37,112.5,1464461794,42,804,6593,1,2G,3G,1
594,19.8,656504,313.8,0,25.2627,78,6036,14865,2,2G,2G,1
343,11.43,825226,25.93,65,965185.4366,45,5287,10141,1,2G,2G,1
1310,43.67,982206,59.84,50,1163532.41,52,4770,14055,1,2G,2G,1
297,9.9,1505.7772,54.52,150,569540.8233,170,16159,27519,1,2G,3G,1
1348,44.93,177.47,0,2.5,585569.2217,2,0,610,2,2G,2G,0
1837,61.23,378.58,16.15,60,42310.1328,34,2799,7019,1,2G,2G,0
420,14,433874,41.58,1.25,0.6777,71,60,18656,1,2G,2G,0
1443,48.1,878.83,60.56,2.5,171.8359,50,14497,8664,1,2G,2G,0
1073,35.77,1172.3412,23.95,2.5,32489.2959,166,9462,66251,1,2G,2G,0
617,20.57,62582,29.79,5,87.2539,11,546,1132,1,2G,2G,1
941,31.37,69998,9.56,2.5,28.8105,22,192,3438,1,2G,2G,1
2085,69.5,75158,20.7,1.25,47126,16,24,2440,1,2G,2G,1
396,13.2,85.4004,11.95,27.5,1819.7568,21,108,2657,1,2G,2G,1
112,3.73,88.78,0,0,2771.9062,13,120,5711,1,2G,2G,1
1766,58.87,96996,14.34,3.75,87.2783,19,2832,1536,1,2G,2G,1
303,10.1,211.8048,29.92,1.25,0.9883,23,12,5390,1,2G,2G,1
435,14.5,790022,80.46,3.75,536495.0674,81,0,30847,1,2G,2G,1
393,13.1,1210.1728,7.17,33.75,1685.6894,334,0,62189,1,2G,2G,1
2557,85.23,14.21,0,0,41668.7041,3,24,490,2,2G,2G,0
121,4.03,42.04,0.01,20,8001.2422,19,156,1329,1,2G,3G,0
1469,48.97,84422,12.42,1.25,125,125,2634,3460,1,2G,2G,0
1284,42.8,113388,10.5,8.75,22865.5576,64,946,2987,2,2G,2G,0
1423,47.43,136.3,0,10,287861.3066,8,12,1540,6,2G,2G,0
2260,75.33,150.22,0,1.25,1.0791,162,2325,1874,4,2G,2G,0
936,31.2,170.99,11.88,0,9810959,43,5403,5725,1,2G,2G,0
114,3.8,183.84,1.76,0,6509.1582,44,3012,3534,2,2G,3G,0
138,4.6,223.7996,74.24,38.75,21134.9131,51,4488,4607,1,2G,2G,0
109,3.63,224.6564,120.75,0,856.3242,16,2700,2735,2,2G,2G,0
4837,161.23,229.82,24.76,77.5,128160.6065,46,789,4047,1,2G,2G,0
142,4.73,241588,0,0,10972.0264,37,6816,5400,1,2G,2G,0
2248,74.93,256.69,16.06,1.25,4795.3906,69,1722,2945,1,2G,2G,0
1159,38.63,280126,1.75,3.75,13.1885,28,4595,8831,1,2G,2G,0
3962,132.07,283568,0.01,11.25,7992730518,9,60,788,7,2G,3G,0
931,31.03,296.42,1.75,26.25,36708586,55,540,1641,1,2G,2G,0
3183,106.1,307532,0.01,3.75,50.0381,43,7668,10038,1,2G,2G,0
122,4.07,324722,84,0,70001,39,13980,5287,2,2G,2G,0
3704,123.47,332854,9.62,1.25,22.04,91,4744,6083,3,2G,2G,0
2051,68.37,342.37,2.62,0,547.8291,315,4853,0,1,2G,2G,0
227,7.57,343.2808,65.41,43.75,176679.2842,29,906,1021,2,2G,2G,0
110,3.67,352.5232,28.27,21.25,53194.5898,306,4320,4174,3,2G,2G,0
3019,100.63,354.3724,8.93,3.75,157332.0869,141,4057,6619,1,2G,2G,0
1499,49.97,361.7256,35.32,0,3288.1631,142,8124,4136,1,2G,2G,0
306,10.2,399.5248,1.75,28.75,307292.1416,116,4140,1666,1,2G,2G,0
1061,35.37,423.0128,4.79,2.5,381433.8233,351,9552,10846,2,2G,2G,0
2316,77.2,426628,0,102.3,287544.4825,36,6335,4508,3,2G,2G,0
2148,71.6,437.7,0,0,30611.7959,523,0,0,3,2G,2G,0
3701,123.37,442.0844,1.75,5,292.5508,165,3353,6334,1,2G,2G,0
745,24.83,450.4512,32.15,42.47,118434.7422,176,8753,978,1,2G,2G,0
1487,49.57,466.2008,0,3.75,13.9531,468,12856,7517,1,2G,2G,0
1625,54.17,466.73,2.92,0,824752,40,4195,8903,2,2G,2G,0
2032,67.73,485108,46.52,1.25,4.2793,93,8907,2653,1,2G,2G,0
747,24.9,495.03,79.2,0,58128.7901,460,8700,26663,2,2G,2G,0
2237,74.57,499.6376,5.25,30,5772188781,71,609,17784,5,2G,3G,0
1383,46.1,503.3184,24.5,27.5,955695.5263,53,1734,11209,1,2G,2G,0
3196,106.53,507.4964,14.37,86.21,353274.6308,23,2112,2469,2,2G,2G,0
100,3.33,514.4684,0,0,91824.9209,141,992,609,1,2G,2G,0
1654,55.13,516354,41.14,1.86,4175.2608,92,18510,477,1,2G,2G,0
2051,68.37,523.2776,49.88,18.75,168358.9795,73,7331,5462,1,2G,2G,0
411,13.7,536.1508,34.52,6.55,997233.5264,112,3172,12098,1,2G,3G,0
4151,138.37,541682,0,0,15912.5723,162,5450,4613,5,2G,2G,0
770,25.67,550072,7.74,5,52776748,182,5123,4254,1,2G,2G,0
1758,58.6,556.3616,5.25,0,190.5137,193,10655,10253,1,2G,2G,0
3879,129.3,565.4868,11.96,1.25,117888.5762,66,0,0,11,2G,3G,0
3340,111.33,566.66,0,0,287165.4756,210,502,920,1,2G,3G,0
110,3.67,589.47,130.46,11.25,727.7734,239,2904,8876,4,2G,2G,0
133,4.43,596.63,0,0,1150.4736,166,2304,1512,2,2G,2G,0
248,8.27,643.8852,14,5,230.1465,263,4722,4973,1,2G,2G,0
1856,61.87,646.1308,3.5,67.5,95443.8779,73,13961,1039,1,2G,2G,0
503,16.77,664306,0,5,1218030941,691,765,2675,2,2G,2G,0
1167,38.9,680.2124,1.75,20,22695707,544,12642,5095,1,2G,2G,0
3805,126.83,681936,81.47,3.75,3624375,117,39261,3657,2,2G,2G,0
1883,62.77,712064,19.24,26.25,1863.6113,150,13904,5377,1,2G,3G,0
2658,88.6,713.45,1.22,0,391293.7637,392,0,191,3,2G,2G,0
2195,73.17,715.7564,21,0,109143.5322,109,2175,9900,1,2G,2G,0
3667,122.23,716.1,24.12,1.25,0.2969,89,34344,8592,4,2G,2G,0
143,4.77,721938,48.08,1.25,0.8584,225,24774,2160,1,2G,2G,0
1628,54.27,729996,21.51,0.62,48.2852,157,6847,31246,1,2G,2G,0
2667,88.9,800.4288,6.89,196.25,1024072837,16,1506,1611,2,2G,2G,0
141,4.7,810.38,49.58,56.25,210613.8564,78,2988,1653,1,2G,2G,0
2588,86.27,827.75,18.22,58.75,488987.1231,21,1932,2606,2,2G,2G,0
108,3.6,836.6616,3.5,15,65203.1094,36,3924,2556,1,2G,2G,0
1693,56.43,840.04,12.25,68.75,66257.3985,76,24903,5055,6,2G,2G,0
2194,73.13,866.0188,81.78,3.75,64.7021,345,7422,42442,1,2G,2G,0
325,10.83,866.35,4.17,3.75,277.9688,289,36300,4567,2,2G,2G,0
1355,45.17,875.4,0,0,144766.4629,888,0,0,3,2G,2G,0
3705,123.5,875.4,0,0,165154.3701,633,0,0,1,2G,2G,0
2180,72.67,883.17,0,0,24901.0264,712,0,179,2,2G,2G,0
2398,79.93,885.8196,17.35,8.75,1237.3144,619,13888,7960,1,2G,2G,0
3651,121.7,889138,1.2,0,6065.1719,313,0,895,2,2G,2G,0
3689,122.97,900.98,0,0,73951.0078,723,1733,179,4,2G,2G,0
1417,47.23,903.27,0,22.5,2166780011,660,0,537,1,2G,3G,0
1048,34.93,909.98,13.71,0,54.04,786,0,179,6,2G,2G,0
149,4.97,911.2984,134.59,67.5,13956.0303,226,29724,23748,1,2G,2G,0
3899,129.97,916.92,4.78,0,366469.0478,1170,0,358,1,2G,2G,0
3279,109.3,917.59,0,0,1846070.15,1073,0,2151,1,2G,2G,0
3341,111.37,919066,5.99,0,200704.8692,502,0,1367,3,2G,2G,0
1915,63.83,940674,0,21.25,248445.0889,122,19614,12871,1,2G,2G,0
170,5.67,958.63,48.64,15,23427.8515,119,17184,3195,1,2G,2G,0
3561,118.7,961.8212,58.48,121.25,435237.2461,61,2978,5784,1,2G,2G,0
1345,44.83,963.08,0,0,14.7383,788,2940,1458,4,2G,2G,0
368,12.27,964.12,20.23,17.5,2165091.16,64,3474,6085,1,2G,2G,0
4632,154.4,974.28,48.93,120,365654.5869,92,20988,21153,1,2G,2G,0
1145,38.17,992.4124,74.09,26.25,1104.9473,131,35499,26258,1,2G,2G,0
2793,93.1,996714,8.64,3.72,580.9766,253,42736,16313,3,2G,2G,0
1177,39.23,1018358,7,0,390166.9218,420,610,2471,2,2G,2G,0
3515,117.17,1021.68,0.6,1.25,44264.4648,753,1212,179,1,2G,2G,0
3210,107,1024482,0.09,590,2718053559,12,813,860,2,2G,2G,0
3744,124.8,1026798,1.76,36.25,355.0362,1253,20376,8640,3,2G,2G,0
3955,131.83,1029.14,24.5,17.5,590660.2422,339,15406,6346,1,2G,3G,0
1770,59,1032.65,0,0,5080.3379,482,1231,7826,1,2G,2G,0
3704,123.47,1045.3784,1.75,98.75,192469.0263,223,24828,17867,1,2G,3G,0
1097,36.57,1078.81,16.38,0,1457.3662,757,15225,9692,2,2G,2G,0
148,4.93,1100.54,23.61,41.25,602549.9453,334,12432,16804,5,2G,2G,0
2542,84.73,1111346,53.37,1.25,1024007231,466,9179,7889,1,2G,2G,0
3048,101.6,1113.61,0.6,0,46252.5127,678,5019,539,1,2G,2G,0
2760,92,1121.27,5.25,1.25,1972225.73,213,14663,3201,11,2G,2G,0
1678,55.93,1140.37,17.94,0,1024.8378,776,3050,11119,2,2G,2G,0
4102,136.73,1143.9,1.75,0,5690.0996,571,1745,21546,1,2G,2G,0
1913,63.77,1146.21,0,0,1.04,522,4195,17316,2,2G,2G,0
3097,103.23,1152.33,15.75,0,124973.1816,510,10014,14689,11,2G,2G,0
1872,62.4,1154802,12.35,25,27260.4551,539,21012,35298,1,2G,3G,0
630,21,1166.56,6.53,35,163234.29,571,3036,8571,2,2G,2G,0
4038,134.6,1222.93,13.63,0,274207.4853,732,0,2752,1,2G,2G,0
2159,71.97,1229.14,57.46,0,170993.0713,659,348,1629,5,2G,2G,0
3621,120.7,1235.29,45.35,0,857.1758,561,900,6193,2,2G,2G,0
3691,123.03,1245.89,44.74,7.13,1137.2705,636,14665,8125,2,2G,2G,0
463,15.43,1260.0544,14.02,343.75,1903109.87,46,372,788,2,2G,2G,0
110,3.67,13.85,0.01,10,693.2861,3,240,120,3,2G,2G,1
91,3.03,15.92,0,0,30.2803,2,348,0,1,2G,2G,1
3441,114.7,16122,1.75,8.75,271.1836,13,120,179,1,2G,2G,1
659,21.97,30534,8.92,1.25,2.0215,33,288,1246,1,2G,2G,1
1836,61.2,41.08,11.96,2.5,72835,12,60,1920,1,2G,2G,1
1324,44.13,43.63,0.01,5,13.1807,35,366,374,1,2G,3G,1
185,6.17,43.92,7.17,0,5275.4639,10,24,1548,1,2G,2G,1
2032,67.73,49.06,18.48,0,13.6904,4,102,537,1,2G,2G,1
2348,78.27,52672,4.1,13.75,104.8828,56,660,0,1,2G,2G,1
3667,122.23,54.8204,20.23,0,15595.75,53,540,1209,1,2G,2G,1
2285,76.17,59.2024,0,32.5,519.3096,33,360,611,3,2G,2G,1
1532,51.07,60064,0.01,0,3.2871,82,3024,2310,2,2G,2G,1
2122,70.73,64.43,0.12,26.25,450370.3086,48,618,580,3,2G,3G,1
1433,47.77,70.27,1.75,0,4945584,16,1304,1649,1,2G,2G,1
803,26.77,71614,16.27,0,2583.5283,2,358,0,1,2G,2G,1
2261,75.37,72616,13.7,1.25,58.3242,8,335,0,1,2G,2G,1
1042,34.73,86.89,23.26,5,3.9551,11,3816,444,1,2G,2G,1
3837,127.9,87596,26.29,2.5,12.6611,28,1949,895,2,2G,3G,1
107,3.57,104.91,29.75,0,669.2129,27,2724,2244,1,2G,2G,1
1967,65.57,107642,26.29,0,51557.2988,25,3507,705,1,2G,3G,1
3813,127.1,107894,19.12,26.25,7904.5889,60,263,24,1,2G,2G,1
2083,69.43,126918,0,1.25,0.1016,229,5955,521,2,2G,2G,1
1316,43.87,127.79,43.02,17.5,669.8418,9,60,788,1,2G,2G,1
111,3.7,129.4,0,40,27605.7383,36,3941,2629,5,2G,3G,1
1866,62.2,139.82,14.81,6.25,15420.0967,41,1556,3312,1,2G,2G,1
1059,35.3,149.1424,16.56,12.5,126593.5254,90,852,3789,1,2G,2G,1
200,6.67,154.11,26.9,1.25,8.5322,92,1458,6832,2,2G,2G,1
224,7.47,157.1348,10.5,11.25,9.7246,132,1344,5637,3,2G,2G,1
525,17.5,170.04,31.2,23.75,77788874,82,708,4982,7,2G,2G,1
1908,63.6,171.05,44.75,27.5,1593.4805,19,1124,967,1,2G,2G,1
1316,43.87,181.36,31.63,0,32.9824,14,13608,767,2,2G,2G,1
1280,42.67,187.7508,0,67.5,1754292925,127,36,3208,1,2G,2G,1
1110,37,191106,11.97,0,20623.2764,336,6822,0,1,2G,2G,1
2187,72.9,192592,25.65,21.25,4867.9609,74,6876,3628,1,2G,3G,1
106,3.53,193.34,3.5,1.25,758816.5312,50,9504,4675,2,2G,3G,1
1477,49.23,207.4608,28.87,2.5,17646.5743,528,10008,2771,1,2G,2G,1
4047,134.9,211084,33.05,0,3122.2002,265,1308,10036,1,2G,2G,1
227,7.57,219904,33.75,3.75,35845.0654,55,858,7990,1,2G,2G,1
436,14.53,224592,10.11,1.25,10.3213,14,1279,1924,1,2G,2G,1
1510,50.33,615.73,5.98,72.5,2076039626,112,0,716,2,2G,3G,1
288,9.6,631534,65.83,3.75,95146.5557,172,9395,9656,1,2G,2G,1
2699,89.97,642.05,1.75,0,208701.9014,800,239,537,1,2G,2G,1
3850,128.33,650.4308,14.34,1.25,19.5117,122,23007,21811,1,2G,2G,1
1534,51.13,691232,0,1.25,4451.5489,251,30445,5130,2,2G,3G,1
827,27.57,723748,20.31,22.5,43013333,801,6638,3286,1,2G,2G,1
168,5.6,738564,25.65,0,49.0908,582,0,1977,1,2G,2G,1
187,6.23,770.6644,1.75,6.25,44769.9404,333,9480,4249,2,2G,2G,1
4631,154.37,798.8424,34.83,6.25,256.0918,463,4338,14615,1,2G,2G,1
938,31.27,831.59,6.48,188.48,1314517.2,18,2268,1467,3,2G,2G,1
128,4.27,860.53,89.95,0,101.5117,107,41184,11559,3,2G,2G,1
1691,56.37,886.4432,55.22,11.25,355675.6787,395,1811,16222,1,2G,2G,1
4084,136.13,928.83,137.12,0,17916,197,2666,23981,1,2G,2G,1
984,32.8,964.4128,59.41,11.25,126918,233,18048,21612,1,2G,2G,1
429,14.3,995.16,72.56,0,1.6973,199,28218,50123,1,2G,3G,1
579,19.3,1020.7932,82.35,63.75,23957.9805,189,16452,31707,2,2G,2G,1
157,5.23,1031.2108,57.62,121.25,3274262.34,139,9732,11445,4,2G,3G,1
2587,86.23,1062108,61.92,0,32.7051,471,30142,26616,1,2G,2G,1
2576,85.87,1222.2204,41.85,131.25,353759.3291,98,18635,34804,3,2G,2G,1
1243,41.43,1256.25,218.74,246.25,16262.5264,84,31482,7761,3,2G,2G,1
793,26.43,1274.08,18.09,31.25,9882732086,325,7635,37441,1,2G,2G,1
1106,36.87,1382.1984,5.98,0,774782.8448,805,1434,0,3,2G,3G,1
240,8,1383.9244,147.9,27.5,39738.3574,207,6792,49576,1,2G,2G,1
2073,69.1,1404.1496,174.45,27.5,2531.7246,389,14584,77299,1,2G,2G,1
155,5.17,1522614,348.02,1.25,5.0078,290,20568,74948,1,2G,2G,1
4742,158.07,1661.1492,57.62,77.5,4307.1953,216,16650,76213,1,2G,2G,1
2267,75.57,1881106,8.93,17.5,481.8535,539,85260,40793,1,2G,2G,1
431,14.37,2127.9144,79.49,62.5,1308236473,779,7866,79394,2,2G,3G,1
1168,38.93,2833.12,39.45,0,863.1045,873,0,44159,1,2G,2G,1
1119,37.3,3124.0716,3.5,1.25,26.1445,787,2900,196908,3,2G,2G,1
1668,55.6,3324.68,116.54,638.75,2416132183,425,31716,74031,1,2G,3G,1
829,27.63,778.2264,8.75,251.25,392048.3506,12,311,4019,2,2G,2G,0
5181,172.7,1034.29,1.75,1.25,1354.7891,15,741,5414,2,2G,2G,0
2630,87.67,1243.11,35.9,220,1078971132,144,8220,40867,1,2G,3G,0
102,3.4,74448,16.73,0,23653.7109,13,912,2376,1,2G,2G,1
129,4.3,105762,7.17,0,4.5273,34,0,8400,1,2G,2G,1
1822,60.73,1004.2796,21.38,8.75,144950.4023,241,10255,56951,1,2G,3G,1
3888,129.6,1841.69,99.49,282.5,977056.7783,169,11973,64206,1,2G,2G,1
153,5.1,2500.2664,86.61,881.25,167937.0596,279,5124,60741,3,2G,2G,1
944,31.47,2940.18,169.37,6.25,143.9502,708,18288,207584,3,2G,2G,1
1002,33.4,272262,12.24,5,170561.3701,25,2572,1657,1,2G,2G,0
2292,76.4,545042,6.49,50,481967.3311,32,753,10720,1,2G,2G,0
177,5.9,956.7264,10.5,11.25,2258.7432,229,62690,12643,1,2G,2G,0
2271,75.7,4642.33,5.25,1.25,0.7559,1470,6199,186886,1,2G,2G,0
1307,43.57,141838,0,30,882.1299,24,2665,4051,1,2G,2G,1
136,4.53,146766,4.1,32.5,2268.7032,21,2292,1361,1,2G,2G,1
615,20.5,164.74,49.39,22.5,535548.8135,15,108,1362,1,2G,2G,1
1128,37.6,174.47,1.75,10,126522.1094,8,0,3298,1,2G,2G,1
580,19.33,653.5,43.75,67.5,15981833,104,1506,34791,1,2G,3G,1
150,5,866596,58.77,130,12076.6484,117,5856,15175,1,2G,2G,1
1458,48.6,1449.87,0,20,8781531688,170,4104,77050,1,2G,2G,1
125,4.17,2138.6992,1.75,41.25,9014.9473,25,228,5236,1,2G,2G,1
2308,76.93,481.9,0,125,620515.1875,3,0,609,1,2G,2G,0
1342,44.73,76.92,11.96,1.25,7.5146,5,251,1004,2,3G,3G,0
425,14.17,188.4484,0,53.75,15905941.53,4,114,1594,1,3G,3G,0
698,23.27,197326,0,93.31,85248.3574,8,1372,632,4,3G,3G,0
261,8.7,219.65,5.98,48.75,343736752,26,228,5008,1,3G,3G,0
1144,38.13,291.03,18.31,1.25,26.0684,46,2714,8978,1,3G,3G,0
1014,33.8,317618,11.96,0,1759.0693,333,3516,11525,1,3G,3G,0
4869,162.3,400.0004,40.24,25,560.1455,38,3167,12464,5,3G,3G,0
2241,74.7,429.25,23.48,87.5,26957125,36,4222,21625,4,3G,3G,0
966,32.2,433328,0.01,80,8858228871,35,630,4282,1,3G,3G,0
885,29.5,457.2504,8.33,13.75,18400.9336,45,0,16422,1,3G,3G,0
6,0.2,468.4244,31.64,20,2772.2129,73,3504,19404,2,3G,3G,0
1698,56.6,470.5904,38.23,5,49852.2002,66,10828,16182,1,3G,3G,0
3638,121.27,573.2108,34.04,33.75,22440958.85,52,216,4893,1,3G,3G,0
155,5.17,609864,4.1,102.5,44579175.13,64,1524,9262,1,3G,3G,0
3213,107.1,749.94,23.61,47.5,890776.1983,75,1908,17937,2,3G,3G,0
2898,96.6,981.85,0,0,43002.6015,87,0,7298,2,3G,3G,0
1326,44.2,3658.94,31.35,41.25,22332.0303,1059,13920,171215,1,3G,3G,0
508,16.93,6698.9676,22.75,107.5,980645.2842,1378,42894,330409,3,3G,3G,0
2292,76.4,38972,19.38,2.5,422.5977,4,0,1171,1,3G,3G,1
2626,87.53,41.23,1.75,0,45.5547,6,228,586,8,3G,3G,1
1390,46.33,44.77,12.82,0,42.6963,50,228,983,2,3G,3G,1
1461,48.7,116708,43.49,1.25,21.0059,16,1745,3561,1,3G,3G,1
130,4.33,141.01,6,3.75,5001.0449,28,360,10852,1,3G,2G,1
1706,56.87,158016,48.22,1.25,98.5938,22,1781,5175,1,3G,3G,1
1353,45.1,179564,12.43,25,3515.5859,22,741,6382,1,3G,3G,1
195,6.5,203.91,0,10,496.4434,50,9384,1955,1,3G,3G,1
1319,43.97,629.43,0.62,40,6246910872,72,300,10991,2,3G,3G,1
1309,43.63,642.8,22.62,3.75,246.6484,56,9843,24440,1,3G,3G,1
643,21.43,720944,137.27,18.75,2423.5811,141,5080,21156,1,3G,3G,1
818,27.27,749874,59.97,5,922078.9111,36,3378,24381,1,3G,3G,1
2086,69.53,771.0304,31.6,5,875100.6367,222,7051,47468,1,3G,3G,1
1388,46.27,780.4768,76.56,18.75,13467.8398,76,2488,32545,1,3G,3G,1
2585,86.17,897284,19.59,137.5,2229748695,105,16902,10540,1,3G,3G,1
3274,109.13,1018508,146.53,23.75,6639.9375,141,10267,43729,2,3G,3G,1
133,4.43,1108.4956,118.75,56.25,928206748,189,2964,15151,6,3G,2G,1
634,21.13,1154.6904,9.56,325,1132914542,48,992,17843,1,3G,3G,1
274,9.13,1215.53,75,75,4970152598,72,5532,5637,2,3G,3G,1
473,15.77,1229.6324,37.08,75,5429409755,537,16344,51046,1,3G,,1
2053,68.43,1309.0804,13.29,48.75,1392.9424,328,8208,92247,1,3G,3G,1
322,10.73,1321516,23.19,7.5,2603045233,39,0,9611,1,3G,3G,1
1813,60.43,1410868,13.7,41.25,4691.7998,244,3351,100896,1,3G,3G,1
220,7.33,1574.16,10.5,307.5,11546200.34,111,396,36552,8,3G,3G,1
